condition,protein,DNA_nM,kDa,total_duration_h,mean_velocity,max_velocity,velocity_std,velocity_cv,velocity_range,max_continuous_motion_h,velocity_decay_rate,mean_protein_conc,max_protein_conc,final_protein_conc,protein_conc_at_max_vel,protein_conc_std,protein_conc_cv,mean_vorticity,max_vorticity,vorticity_at_max_vel,mean_divergence,max_divergence,divergence_at_max_vel,mean_shear,max_shear,shear_at_max_vel,mean_strain,max_strain,strain_at_max_vel,mean_correlation_length,max_correlation_length,correlation_length_at_max_vel,mean_distance_[m]_mean,max_distance_[m]_mean,distance_[m]_mean_at_max_vel,mean_power,max_power,power_at_max_vel,total_work,energy_efficiency,mean_energy_per_protein,mean_intensity,max_intensity,intensity_at_max_vel,intensity_std,intensity_cv,kmeans_cluster,hierarchical_cluster,behavioral_class
E_40nM,E,40.0,93.0,30.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.7104486143264,2494.339887615812,2327.5746067095783,0.0,917.798607031128,0.584320686120606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.4050318826766,835.515331029892,184.3764531612396,239.58818044756697,0.4030722614993892,0,0,Slow-Sustained
E_80nM,E,80.0,93.0,30.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433.741756636733,2358.780895915992,2227.143591995912,0.0,874.4530348221514,0.6099097210319385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.2156109265833,800.6939074993134,184.9422397613525,228.27296739706918,0.408202065423095,0,0,Slow-Sustained
E_160nM,E,160.0,93.0,30.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.3870912259988,989.1702927677312,923.8065230348308,0.0,350.7396106734042,0.625888098003946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.12304061211194,440.0554256439209,181.8359112739563,91.55937314391552,0.27903975585838764,0,0,Slow-Sustained
G_1p25nM,G,1.25,93.0,30.83333333333333,1.3103055289563253e-09,2.3041700925107712e-08,1.063656620809071e-09,0.8117622930709044,2.3041700925107712e-08,,0.0,357.2602905432205,643.1564497294056,536.8908954762886,357.2602905432205,217.4411995866009,0.6086352313490474,-2.8617591715968355e-05,0.0016226604356525,-0.0065317204872272,-0.00021957616733549713,0.0018850595961916,0.0018850595961916,2.2733621862409476e-08,1.7228179728181955e-06,-8.310318905355031e-06,3.488457069498596e-08,1.4336624437725416e-06,1.0555883797134616e-06,0.00021578856719727492,0.0003849231863323,0.0002132725205007,8.076522797103723e-05,0.0001451097862473,5.265067277962857e-05,1.6880905964397014e-22,2.3344751920605303e-20,2.3344751920605303e-20,2.5051264451165177e-19,inf,inf,281.0292522955261,355.6614646911621,281.0292522955261,56.76227983370982,0.2019799695941242,0,0,Slow-Sustained
G_2p5nM,G,2.5,93.0,30.83333333333333,2.260267053711729e-09,1.4621610108711532e-08,1.7979569306714418e-09,0.7954621679411297,1.4621610108711532e-08,,0.0,400.560907439147,704.8784956694342,577.2023458340816,400.560907439147,234.9386512190864,0.5865241636311656,-4.030277306533681e-05,0.0095075394233231,0.0095075394233231,0.00046462762219297716,0.0060767456964287,-0.0128744843001635,7.156587700520284e-08,6.537716296303503e-06,6.537716296303503e-06,-3.2519698744554096e-08,4.018458020882192e-06,1.8545500176808657e-06,0.0001792030812180584,0.0004616730270305,0.0002936397926339,0.0001602725681618518,0.0002506182512124,6.355981098773361e-05,3.9605169794447964e-22,5.025322814014125e-21,4.9589596713844466e-21,5.877407197496089e-19,inf,inf,289.07334838297544,368.51441168785095,289.07334838297544,61.329929606743676,0.21216044284197186,0,0,Slow-Sustained
G_5nM,G,5.0,93.0,30.83333333333333,1.6703852917377433e-08,1.0322414834379245e-07,2.117065398093063e-08,1.2674114221220345,1.0322414834379245e-07,1.25,0.0,424.85435499637714,736.2745230734937,634.492582000695,424.85435499637714,247.54566614222472,0.5826600651047478,-0.00045874909232987085,0.0373783215660828,-0.0365396242376171,-0.0005876182417380701,0.0361645990013687,0.009348425413659,5.241722372227797e-07,4.489601728197479e-05,-5.060782906015255e-07,9.090729480030067e-07,4.90678409511099e-05,3.3405684411714314e-06,0.00021798619055996522,0.0004383664066194,0.0001438194428714,0.0010555410139329278,0.0018582836071026,0.0012647901166509,6.474990348350051e-20,1.0302850745098096e-18,1.0302850745098096e-18,7.990138089863973e-17,inf,inf,300.06103469701424,381.3562021255493,300.06103469701424,64.62094763964376,0.21535934415774635,0,0,Slow-Sustained
G_10nM,G,10.0,93.0,30.83333333333333,2.5427505898327035e-08,1.576391042662217e-07,3.4843529417028654e-08,1.370308576718141,1.576391042662217e-07,3.541666666666666,0.0,596.8247682715181,957.650510750919,798.5813529413941,596.8247682715181,314.06952741346396,0.5262340708865854,0.0008650224692328878,0.0525974020942622,0.0032956115550806,-0.0009030106323746373,0.0324934576544328,0.0129568158803763,-6.497559637134698e-07,3.776200428873922e-05,3.4328085403225826e-07,-5.528469695779062e-07,3.563071994412225e-05,8.30446206376344e-06,0.0001344290053764991,0.0004104722613794,5.482793186987738e-05,0.0018105833712576732,0.002829004007403,0.0022389785724216,1.2216171718655664e-18,1.976060990052034e-17,1.6533095855482872e-17,1.8128798830485e-15,inf,inf,341.1129204506842,435.305243730545,341.1129204506842,81.98677360213836,0.24035083014098685,0,0,Slow-Sustained
G_20nM,G,20.0,93.0,30.83333333333333,1.4143086108170072e-08,1.05380453723653e-07,1.8442147363235473e-08,1.3039691070382404,1.05380453723653e-07,0.8333333333333321,0.0,724.9073917399595,1148.1721755604633,995.3867134692276,724.9073917399595,377.84395325075354,0.5212306531236125,0.00031159536349249306,0.0327097624467487,-0.0058010715229034,-0.002419928831222144,0.0208500751941802,0.0208500751941802,-1.4044883843556558e-07,3.905766175881184e-05,3.427009426368884e-06,-6.257543564909414e-07,3.9530703807556806e-05,7.21418504811158e-07,0.00012396318350197663,0.0002887069239274,5.693740573949129e-05,0.0009953436004131156,0.001573862107021,0.0011777653589789,2.481893597813239e-19,6.851012710350559e-18,6.851012710350559e-18,3.6831300991548486e-16,inf,inf,379.6861541767248,490.1779751777649,379.6861541767248,98.63486886877926,0.2597799993066634,0,0,Slow-Sustained
G_40nM,G,40.0,93.0,30.83333333333333,6.474829670877182e-09,2.2827770903159435e-08,6.469397902169619e-09,0.9991610947339674,2.2827770903159435e-08,5.833333333333334,0.0,771.8260963366986,1295.0040982339176,1186.1410369507482,771.8260963366986,443.7228341783596,0.5749000147629002,-0.0002294110840930859,0.0128983556711611,0.0029811301744327,3.764455543524812e-05,0.0125444320877867,0.0125444320877867,7.95361981105014e-08,1.7511820600173013e-05,6.454356665512828e-06,5.203684810589523e-08,1.0961726475771203e-05,-8.439407614565534e-06,0.0001594645257814065,0.0003028462391703,0.0001069464311598,0.00043832487596533843,0.0007203285399568,0.0004784494509501,1.4929345217362946e-20,1.1225530772477057e-19,9.112224546344741e-20,2.215514830256666e-17,inf,inf,386.6266248802211,523.2004489898682,386.6266248802211,115.83232492335327,0.29959738277010467,0,0,Slow-Sustained
G_80nM,G,80.0,93.0,30.83333333333333,4.7313195970856e-09,2.427668611649796e-08,4.9538054153799495e-09,1.0470240519011644,2.427668611649796e-08,2.291666666666668,0.0,714.9093611658906,1290.259234956146,1212.242735163003,714.9093611658906,455.6257085722358,0.6373195447170966,-0.0004023460640042897,0.0116770144010734,0.0083459965985024,-1.3653920217486855e-06,0.0139522517938774,-0.0003977130727431,-2.3080266004784957e-07,1.2432499936944845e-05,1.2432499936944845e-05,4.532322174348114e-08,1.516946233491205e-05,-2.9157211950453614e-06,0.00013714073415952073,0.0003415913921353,0.0001262069727509,0.0003301546343790974,0.0005254968682871,0.0003209203084536,6.457321954494909e-21,7.400176917335347e-20,7.400176917335347e-20,9.582665780470446e-18,inf,inf,375.25364535446937,525.4467577934265,375.25364535446937,118.93952948465633,0.3169576923691295,0,0,Slow-Sustained
G_160nM,G,160.0,93.0,30.83333333333333,2.9600226134002342e-08,1.365272343021708e-07,3.4646021698236596e-08,1.170464764066044,1.365272343021708e-07,5.208333333333334,0.0,362.023017496998,730.3613276594696,700.8494537314172,362.023017496998,250.31039675156381,0.6914212208996889,-9.381826830074053e-05,0.0508778078705278,-0.0049829697605291,-0.002686289494238747,0.0435362982269164,-0.0080628451425529,8.348114720262229e-07,4.460144886724841e-05,7.370803293333334e-06,4.0529692970918134e-07,4.4066946935366736e-05,3.829533059018519e-06,0.00014692858065942565,0.0004404179985522,3.848498137351948e-05,0.0018001816081043055,0.0032934474027719,0.0015984842124936,1.8027852742939307e-18,2.5170162504814442e-17,2.5170162504814442e-17,2.6753333470521946e-15,inf,inf,279.7911777768359,375.9446310997009,279.7911777768359,65.342671088606,0.23354085574751013,0,0,Slow-Sustained
D_1p25nM,D,1.25,78.0,5.977777777777778,1.0989809821331705e-07,6.516207111499301e-07,1.4494164718210374e-07,1.3188731155362272,6.516207111499301e-07,0.5777777777777777,0.0,64.65041973403137,130.39235169546677,130.39235169546677,64.65041973403137,38.2140744777983,0.5910878016725817,-0.005916862515389749,0.2075980349491,-0.0748958889251145,0.0063178986603843156,0.2119456347125,-0.0112103474777639,1.579064139804831e-06,0.0001311804151608,4.283708674205625e-05,5.288862550224752e-07,0.0002206495736913,-1.4382657776876505e-06,0.00019681815984596293,0.0004704535506967,0.0003879680422491,0.0018048460295577897,0.0023684054329614,0.0004796378075319,1.0095564666133749e-18,1.3201338126070752e-17,5.641932007385756e-18,2.724792903389492e-15,inf,inf,193.75066110911192,210.912367105484,193.75066110911192,9.97565315689456,0.05148706641716545,0,0,Multiphase
D_2p5nM,D,2.5,78.0,5.977777777777778,9.263196075193605e-08,1.1296513789993271e-06,1.7897350036110996e-07,1.9320923243802688,1.1296513789993271e-06,0.22222222222222227,0.0,110.29953882892973,233.9926380164696,233.9926380164696,110.29953882892973,72.37590169674219,0.6561759229927007,0.00011576856677235224,0.3227028204776,-0.0447434272219571,-0.004532468383217296,0.0652408913075613,0.0040891619155695,8.481119500965327e-07,0.0002272177869009,-0.0001511818027795,4.016138126668175e-06,0.0004643441659944,0.0002558209747997,0.00016550835655079353,0.0005158609279695,0.0002410901861643,0.001712616299195612,0.0019913851734708,0.000420873983596,1.2539705473563468e-18,4.390963273834489e-17,4.390963273834489e-17,3.384466507314785e-15,inf,inf,205.76765459466864,238.057314157486,205.76765459466864,18.893481056663127,0.09181948977296964,0,0,Multiphase
D_5nM,D,5.0,78.0,5.977777777777778,8.852570411635958e-08,1.0632844841369105e-06,1.7454428448279264e-07,1.9716791436458825,1.0632844841369105e-06,0.1777777777777778,0.0,109.96246664979556,235.86275653207684,235.86275653207684,109.96246664979556,71.16489491689363,0.6471744140074357,-0.0013309934429909759,1.1776283981073998,0.5804769385882,-0.003522600181610701,0.324727253249,-2.2637856888189,-6.7161561572250095e-06,0.0007272246789705,-0.0001040098825421,-2.658904517354895e-06,0.0004166311414147,0.0001097895867473,0.0001640861497106164,0.0003461483558995,0.0002301480818434,0.001606205957144676,0.0019088447872617,0.0004422058655251,2.0967205425473533e-18,4.268882778408883e-17,4.268882778408883e-17,5.659048744335307e-15,inf,inf,200.6100586608604,233.47589778900144,200.6100586608604,18.577351887724735,0.09260428919534147,0,0,Multiphase
D_10nM,D,10.0,78.0,5.977777777777778,6.352306188896127e-08,6.686040743586521e-07,1.427329696861585e-07,2.2469472572914806,6.686040743586521e-07,0.5111111111111112,0.0,158.52710485937476,333.38615342249653,333.38615342249653,158.52710485937476,101.94523880017385,0.6430776547052115,0.0008239227687238513,0.4443338065391,-0.0469192118016144,-0.009376277334589999,0.1308510503619,-0.3628287466206999,3.5508535432166934e-06,0.0003007693458144,0.0001525047927412,5.284224202937048e-06,0.0003780608492504,-0.0001397438909136,0.00014447058094109032,0.0003960845329231,0.0003271184577887,0.0011867214801307055,0.0013690616419659,0.0001786361457553,1.5455766829231082e-18,3.7596582687508825e-17,8.355220834866778e-18,4.171511467209479e-15,inf,inf,214.1578615948006,259.80421686172485,214.1578615948006,26.612455153353658,0.12426559994190642,0,0,Multiphase
D_20nM,D,20.0,78.0,5.977777777777778,3.3297637549280615e-08,8.737110827879585e-07,9.640318784858202e-08,2.8951960242195858,8.737110827879585e-07,0.0444444444444444,0.0,249.39517165329713,525.8901753315293,525.8901753315293,1.5781635744182925,162.6636179790053,0.6522324265569028,-0.0002497285759693019,0.2639822254919,-0.043963303543012,-0.010997888238702591,0.0716395708205081,-0.1051059623428,-6.0156287612346765e-06,0.0001187811889351,-0.0001208243466366,-5.159332066906444e-07,0.0009670319636583,-0.0001037036226723,0.0001387695077213223,0.0004521165255464,0.0002763389518187,0.0006351567110965757,0.0007155104017302,0.0001172389689836,5.001801115016396e-19,5.5198469665268834e-17,1.999316145261524e-17,1.3499861209429217e-15,inf,inf,237.19800753858354,309.3760805130005,172.50622701644895,42.46277991494732,0.17901828247035406,0,0,Multiphase
D_40nM,D,40.0,78.0,5.977777777777778,3.830881289313249e-08,9.508868629155728e-07,9.38775385206537e-08,2.4505467914794834,9.508868629155728e-07,0.06666666666666671,0.0,146.32290063282966,306.2266217867461,306.2266217867461,146.32290063282966,91.95000280138018,0.6284047295652767,0.00421954700681489,0.7217871881672,0.3363074645843,-0.008716793880328925,0.1175333960752,-0.2198395264946,-5.078787166426603e-07,0.0002034747547622,9.744813140872312e-05,1.914635155103979e-06,0.0003863563698596,0.0003243882449453,0.0001411787639896078,0.0004122301202148,0.0002787783725986,0.0006040820769008893,0.0008236268139014,0.0001497401319521,3.6939226987218347e-19,2.3268561397636564e-17,2.3268561397636564e-17,7.18467964901398e-16,inf,inf,206.41758116439536,248.1598994731903,206.41758116439536,24.003233056317097,0.11628482865129793,0,0,Multiphase
D_80nM,D,80.0,78.0,5.977777777777778,2.5370860815705855e-08,5.060224357648658e-07,6.146266201174451e-08,2.4225690432110207,5.060224357648658e-07,0.1777777777777778,0.0,156.08624008580614,308.74689863189496,308.74689863189496,156.08624008580614,88.96086543121005,0.56994687925281,0.001981899644670033,0.3055447171,0.08418715875439,0.0006751935990974805,0.2555060212569,0.2555060212569,7.742444097672469e-08,0.0001375247108151,-0.0001260783511011,1.9346181599404725e-06,0.0003386336073149,0.0003386336073149,7.163847360327648e-05,0.0003387024368078,0.0001807791742195,0.0004228368575821114,0.0005468536922646,0.0001021066877484,6.649928711954842e-19,1.5670135244344058e-17,1.5670135244344058e-17,7.92671502465017e-16,inf,inf,216.09980594758633,255.9513475894928,216.09980594758633,23.222928991633992,0.10746390488322127,0,0,Multiphase
D_160nM,D,160.0,78.0,5.977777777777778,2.290931547056969e-08,2.879048293517057e-07,4.513615090614111e-08,1.970209496836559,2.879048293517057e-07,0.2,0.0,150.43293769682015,285.35256957968096,285.35256957968096,5.227241405238072,83.00971354841094,0.5518054411441944,0.0019972090661664627,0.1590799646465,0.0733901996299058,0.00046547850721543536,0.187419056368,0.067770359172998,1.1657971940640223e-06,0.0001030225699683,5.644464990988705e-06,2.3086027050527325e-07,8.090168255999468e-05,-8.417337823758486e-05,0.00022491040531295067,0.0003567586566449,0.0002072456601464,0.00035913246786382534,0.0004926730390517,0.0001355184154351,1.1329352564584347e-19,5.8692151377876056e-18,3.859730711210144e-18,3.0577922571813075e-16,inf,inf,214.2258686100995,249.4461760520935,176.32041931152344,21.669401191260462,0.10115212197225222,0,0,Multiphase
B_1p25nM,B,1.25,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.969989251387,1335.14910731408,1215.2774640432988,0.0,455.8199446500772,0.5784737374111547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.16421073982394,538.0034439563751,189.46734595298767,118.9902341469982,0.3011159181754477,0,0,Slow-Sustained
B_2p5nM,B,2.5,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.5706378355628,1652.070215488044,1573.6699202179589,0.0,571.7242742870105,0.5842442560422316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.19745463931685,624.0122108459473,192.744943857193,149.24666211602207,0.3329931050950012,0,0,Slow-Sustained
B_5nM,B,5.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.6195780020237,2293.403246486781,2233.794988698257,0.0,784.838041152409,0.5660081925882512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.9043086165005,788.6170771121979,189.9320206642151,204.8792804709071,0.3712224696786535,0,0,Slow-Sustained
B_10nM,B,10.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.610487700682,2776.9817297645213,2766.6239609555823,0.0,967.2384356098448,0.6402963857890924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0755650579315,918.6574370861052,193.7358751296997,252.49427823423815,0.42935686030308856,0,0,Slow-Sustained
B_20nM,B,20.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.6259874549487,2251.862318254218,2145.5808613050326,0.0,822.6007358390584,0.7118226353239802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.919024315077,781.087760925293,193.24682140350345,214.73710248050673,0.43388330601694564,0,0,Slow-Sustained
B_40nM,B,40.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.880233501996,2383.4373037352448,2383.4373037352448,0.0,801.9048343836752,0.7516352906374987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0974986135345,813.7802090644836,191.5920705795288,209.33450834446094,0.445300196154743,0,0,Slow-Sustained
B_80nM,B,80.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.7047859254124,2421.06964756393,2330.529899741577,0.0,890.3232189580287,0.6887289570299459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.2966580366351,824.8524374961853,192.84050464630127,232.41582456786213,0.4382751070473574,0,0,Slow-Sustained
B_160nM,B,160.0,78.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0254875900735,2241.531423832588,2037.7192250882165,0.0,798.1228158051373,0.6186876332932996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.8436331699804,778.2309963703156,193.0869014263153,208.3472253580747,0.393223985936308,0,0,Slow-Sustained
F_1p25nM,F,1.25,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.5593583854247,974.994976370675,875.9215132261819,0.0,331.96914142995774,0.5592854981395058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.313936248268,445.8863968849182,191.36730027198792,86.6594064870345,0.2502336678270709,0,0,Slow-Sustained
F_2p5nM,F,2.5,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0100062946551,1336.9660560987943,1262.8326801387557,0.0,460.7181628546466,0.5557449962683484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.1869310742801,539.787116765976,190.7767105102539,120.26889721978714,0.29536531760113727,0,0,Slow-Sustained
F_5nM,F,5.0,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.6279155857737,2114.726082691383,2036.12182520639,0.0,737.4403676954068,0.5388172777257593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.8600268019843,741.6263959407806,189.5844006538391,192.5062802789097,0.35202112212274644,0,0,Slow-Sustained
F_10nM,F,10.0,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.723731748599,3127.6939783249964,3047.043034174837,0.0,1121.335866189714,0.5627151663445844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.6431907820947,1006.9232833385468,190.44949102401733,292.7208842907713,0.41190978551221863,0,0,Slow-Sustained
F_20nM,F,20.0,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.7189773889886,2975.1756051743087,2801.0201609334563,0.0,1052.7335042020807,0.5347302059323201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.5828632595612,964.3149161338806,187.65552234649653,274.81247284069286,0.39170351391411024,0,0,Slow-Sustained
F_40nM,F,40.0,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.3764044988416,3784.394858048733,3729.498888218623,0.0,1402.4643200626667,0.6223835118103934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.265722316565,1176.9328417778015,189.02953577041623,366.10850355654566,0.47102103314860566,0,0,Slow-Sustained
F_80nM,F,80.0,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847.9513600151224,2908.394660635113,2692.83858570656,0.0,1032.3598330301572,0.5586509771673368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.8806569281313,952.7057456970216,193.47928857803345,269.4939958156427,0.39873015014291036,0,0,Slow-Sustained
F_160nM,F,160.0,93.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.1835671535882,3118.173315856218,2891.287713453344,0.0,1146.459960677793,0.5860697226620654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.7285988797846,1002.0620398521424,188.07358384132385,299.27944303958355,0.42832001369257566,0,0,Slow-Sustained
ThTr_1p25nM,ThTr,1.25,,39.15,3.720563449569301e-08,2.824152140382942e-07,3.025743983940464e-08,0.8132488600055268,2.824152140382942e-07,,0.0,242.5074564558254,392.1842952495752,275.127449275886,242.5074564558254,103.71157542355314,0.42766344977291454,-0.0009683826321777242,0.0959114686217388,0.0115500823607797,-0.0012745892750603142,0.0633660542681948,0.0390556208625393,-5.401910984693933e-08,7.571909676299045e-05,-1.178702802173034e-05,-1.0325257788298085e-06,4.810361470865258e-05,-4.270169617004496e-06,0.00020519305501057162,0.0004131802391281,0.000195786734823,0.002632273583387465,0.0052475285476372,0.005106162255332,1.805058617410007e-19,4.161401758325642e-18,4.161401758325642e-18,9.435041393202097e-16,inf,inf,241.6215211484357,280.6941468715668,241.6215211484357,27.073551274454005,0.11204941987689031,0,0,Slow-Sustained
