condition,protein,DNA_nM,kDa,total_duration_h,mean_velocity,max_velocity,velocity_std,velocity_cv,velocity_range,max_continuous_motion_h,velocity_decay_rate,mean_protein_conc,max_protein_conc,final_protein_conc,protein_conc_at_max_vel,protein_conc_std,protein_conc_cv,mean_vorticity,max_vorticity,vorticity_at_max_vel,mean_divergence,max_divergence,divergence_at_max_vel,mean_shear,max_shear,shear_at_max_vel,mean_strain,max_strain,strain_at_max_vel,mean_correlation_length,max_correlation_length,correlation_length_at_max_vel,mean_distance_[m]_mean,max_distance_[m]_mean,distance_[m]_mean_at_max_vel,mean_power,max_power,power_at_max_vel,total_work,energy_efficiency,mean_energy_per_protein,mean_intensity,max_intensity,intensity_at_max_vel,intensity_std,intensity_cv,kmeans_cluster,hierarchical_cluster,behavioral_class
ThTr_2p5nM,ThTr,2.5,,39.15,8.65105840996632e-08,3.96897942207066e-07,7.711349353178064e-08,0.8913764059544808,3.96897942207066e-07,0.5625,0.0,389.1939065090453,568.6401349848727,429.4557313547922,389.1939065090453,166.80984959586857,0.42860344626693614,0.0074620788521824,0.2915712603188,0.0065738202426751,-0.017659964883929503,0.0759466089210068,-0.0024098435050955,-5.06347124916993e-07,0.0001520223847119,8.476595149044586e-06,-1.5678466502258554e-07,0.0001620196968409,9.621477299140127e-06,0.00011849745231561877,0.0003807859247123,7.020189474691408e-05,0.006995900398507378,0.0122079051849633,0.0023107651055589,8.583810536584621e-18,9.481610793955775e-17,6.392783877272475e-17,4.4867577674727856e-14,inf,inf,282.20457944965636,329.0484023094177,282.20457944965636,43.54513946658344,0.1543034473483859,0,0,Multiphase
ThTr_5nM,ThTr,5.0,,39.15,9.349634816272523e-08,4.619046827553251e-07,7.20134914562468e-08,0.7702278524388064,4.619046827553251e-07,0.22499999999999964,0.0,667.5239140608694,988.142345854886,845.3183574230999,667.5239140608694,316.7565233453703,0.4745246075431033,-0.004447587255672496,0.1279767815448,0.0715965042220615,-0.019938213006575393,0.0838870321779566,-0.0455654635975384,-2.723094917808993e-07,0.0001282872408094,-2.5931830168553844e-05,8.751517756287287e-07,0.0002288207066458,3.5222557034153845e-05,9.81856286566956e-05,0.0004374339739762,5.322806224456117e-05,0.008228191379068698,0.013192146565197,0.0034688299155407,1.5158035453490483e-17,3.1179074491170447e-16,1.5060986309731635e-16,7.923105131539473e-14,inf,inf,356.39856058751957,440.0949032306671,356.39856058751957,82.68820468000622,0.2320104900078595,0,0,Multiphase
ThTr_10nM,ThTr,10.0,,39.15,8.735233826540124e-08,5.387867202827311e-07,5.80230101841066e-08,0.6642410648220566,5.387867202827311e-07,,0.0,1076.2725420896265,1564.4470834996014,1422.03290184639,1076.2725420896265,516.1080889514978,0.4795328959609554,0.03569586965616872,0.2452907433974,0.2452907433974,-0.01675221235552443,0.1062369610654,0.1062369610654,-3.883230564094978e-06,0.000122315639603,4.897989825668194e-06,-1.7376075345192974e-06,0.0001242878956412,2.828311772012286e-06,0.0002811365085593817,0.0004690368819634,0.0002655762617557,0.0077019228678566545,0.0123260590941175,0.0121969216070634,1.813425466211791e-18,3.093473799618266e-17,8.231618879052812e-18,9.478774911888991e-15,inf,inf,461.7496495356191,589.1859402656555,461.7496495356191,134.72824756855027,0.2917776931808097,0,0,Multiphase
ThTr_20nM,ThTr,20.0,,39.15,5.137500920065121e-08,3.439128053329224e-07,4.283857980129975e-08,0.8338408200373957,3.439128053329224e-07,0.44999999999999973,0.0,1363.277450989084,2045.4254522238984,1908.5614621960297,1363.277450989084,702.4914501392108,0.5152960240261729,0.009585528143313236,0.1919241737722,-5.21617882282276e-05,-0.006146487568999689,0.0991181036170663,0.0046431296492192,2.224226715369429e-06,0.0001442364956813,3.355287391681682e-06,-1.1355903214865051e-06,8.184418066425203e-05,-6.039365573273274e-07,0.000301298313997599,0.000464431355076,0.0003992461570718,0.0050545280034485635,0.007248295827,0.0071664084893358,1.3447866135957899e-18,2.622542926255133e-17,1.4840386100297292e-18,7.029199629265184e-15,inf,inf,537.7588669570606,715.8312644958496,537.7588669570606,183.38298514449355,0.34101341030818644,0,0,Multiphase
ThTr_40nM,ThTr,40.0,,39.15,2.947158679271123e-08,3.368556348546404e-07,3.834431141701751e-08,1.3010602953520183,3.368556348546404e-07,0.11250000000000027,0.0,1315.8909892869265,2009.566686439735,1910.3854325708755,1315.8909892869265,697.3359126197789,0.5299344081667898,0.0009212487213434669,0.1166058363184,0.002295748959215,-0.006596640564996517,0.0315162631985907,0.0055955581288054,1.2913441744466993e-06,9.12118653463162e-05,-1.354649743109215e-05,-1.1878989148589551e-06,0.0001008414579409,-3.195448966228669e-05,0.00020898971436492052,0.0004088212903041,0.0002215195766272,0.003256800435740421,0.0041574730965393,0.0040474200784885,6.884199435190771e-19,1.4369735298537385e-17,4.6248047597748986e-18,3.598371044774212e-15,inf,inf,515.86031302545,696.941976070404,515.86031302545,182.03714974656734,0.3528807026827562,0,0,Slow-Sustained
ThTr_80nM,ThTr,80.0,,39.15,8.467433650468271e-08,5.864396339562515e-07,8.587841763002284e-08,1.0142201424309187,5.864396339562515e-07,0.3374999999999986,0.0,1786.9245647735977,2415.59808898021,2258.8706442660628,1786.9245647735977,768.8890215497313,0.43028622288101404,-0.01559697463804271,0.728224571124,-0.2806299518509,-0.008784666188186428,0.6294033015665,0.0451633276126383,-1.7284488106719437e-05,0.0006738404510943,-0.0002425253216421,7.4633378702749415e-06,0.0007648771431122,0.0001460100460071,0.0001523149694289443,0.0003066572647255,0.0002230524818893,0.007327420317280528,0.0119474584303764,0.0099469312982346,2.6760900369858096e-18,7.301833947457296e-17,1.3824916079745449e-17,1.3987922623324824e-14,inf,inf,645.6930227047393,809.8060913085938,645.6930227047393,200.7158435717286,0.3108533568025117,0,0,Multiphase
ThTr_160nM,ThTr,160.0,,39.15,3.600572048187108e-08,2.913960249609169e-07,5.462099743194831e-08,1.517008872505413,2.913960249609169e-07,3.0375,0.0,1655.1851376400348,2264.9436694474457,2056.1860244876443,1655.1851376400348,714.1643093328129,0.43147095336481167,0.002106542712213515,0.1414814302296,0.0139880293457174,-0.005539136860416464,0.0641028713146982,-0.0562983133025827,-3.272106281055676e-07,0.0001411139040221,2.8985887609028697e-05,-1.0143839693852343e-06,0.0001221324180443,-2.8965329929293607e-05,6.997115723422382e-05,0.0004289966337478,4.773965883907368e-05,0.0038886692234608145,0.005078938205194,0.005002784268613,1.6591227269263857e-18,7.451412734700612e-17,7.451412734700612e-17,8.672234493644216e-15,inf,inf,605.0485568784369,764.2239315509796,605.0485568784369,186.43014502618308,0.3081242702040518,0,0,Slow-Sustained
AcSu2_1p25nM,AcSu2,1.25,,25.55555555555556,2.062825345698815e-08,1.882343364528773e-07,2.377266214529011e-08,1.1524321336684342,1.882343364528773e-07,,0.0,639.2950338697876,1043.4256575764143,1043.4256575764143,0.0,306.86536090373613,0.48000585746179725,0.0016670967250069701,0.1094649548345,-0.0020587896883197,-0.0003342540671431571,0.0335240544125996,0.0167893388406625,4.7050216062392054e-07,3.963968142201913e-05,8.348303442782664e-06,-3.893171447194759e-08,3.8686682926849696e-05,1.594643784485653e-05,0.0002061032813720716,0.0004602640699181,0.0004514021049396,0.0008458865385872135,0.0018883876012202,0.0,6.175914447631454e-20,4.904972962459551e-19,3.4777673881960264e-19,1.1363682583641883e-16,inf,inf,346.0874567624685,451.5843708515167,179.2016794681549,80.10615062833557,0.23146216097428554,0,0,Slow-Sustained
AcSu2_2p5nM,AcSu2,2.5,,25.55555555555556,1.523146613307964e-08,1.2942028415196322e-07,1.8576865112193062e-08,1.219637357945989,1.2942028415196322e-07,,0.0,1278.5232767468574,1959.8558540469808,1959.8558540469808,0.0,614.565626561829,0.48068395604463493,-3.681718903832697e-05,0.0356102742098881,0.0020407229495503,0.0006506253463306179,0.0259123230347774,0.000266668988891,3.2610738612283856e-07,3.8465240633134585e-05,-3.4859996541203625e-06,5.676774897276159e-07,2.9566343916590205e-05,7.226673444944028e-07,0.0001660158809491674,0.0004015075797388,0.0004015075797388,0.0005907769675181447,0.0013948238700357,0.0,4.42431485440093e-20,4.3468775551357545e-19,2.078007912556728e-19,8.140739332097705e-17,inf,inf,510.8143609665536,688.6738948822021,177.06024193763733,160.4302502810114,0.3140676193548048,0,0,Slow-Sustained
AcSu2_5nM,AcSu2,5.0,,25.55555555555556,6.416705207193774e-09,1.1463196336673808e-07,9.639850111315749e-09,1.502305279742087,1.1463196336673808e-07,,0.0,2296.5053748370474,3454.9011570911834,3454.9011570911834,0.0,1107.710182927612,0.48234600060808114,-0.00017146331481530445,0.0033742714177236,-0.0012790232976139,0.0007516069322019329,0.0092372653468978,0.0011444730186898,-4.017462803687768e-07,2.2864296495462424e-06,-2.4632838987654925e-06,-1.7525876544238725e-07,2.329751290965178e-06,-2.727060224510218e-06,0.00018485067029495555,0.0003900900141787,0.0003900900141787,0.0003519109662144603,0.0005788736827251,0.0,4.854878782466871e-21,1.7270773608237542e-19,1.7270773608237542e-19,4.4664884798695296e-18,inf,inf,777.2123180067217,1079.607566356659,177.71746158599854,289.16394637965163,0.3720527064229453,0,0,Slow-Sustained
AcSu2_10nM,AcSu2,10.0,,25.55555555555556,4.095339397527572e-09,2.181427980392127e-07,1.6384152867186867e-08,4.000682550774245,2.181427980392127e-07,,0.0,3849.9394131605877,6007.42041164367,6007.42041164367,0.0,1998.832118181223,0.5191853438909815,6.873918246961961e-05,0.0165360690574329,0.0165360690574329,0.00038581890452926525,0.0637117412470557,0.0637117412470557,9.969737861029345e-07,4.5219855050771935e-05,4.5219855050771935e-05,-5.296377693497863e-07,5.363317391654433e-07,-0.0001159207909264,0.00014742073925563007,0.0003974609658232,0.0003974609658232,0.0003234066961021514,0.0003549569447686,0.0,4.873991020604166e-21,6.024524673074279e-19,6.024524673074279e-19,4.484071738955834e-18,inf,inf,1181.9576281264021,1745.1606476306915,176.94414067268372,521.7882730987334,0.4414610648317858,0,0,Slow-Sustained
AcSu2_20nM,AcSu2,20.0,,25.55555555555556,2.918761303736238e-09,1.7068756191391318e-07,1.2689157553970773e-08,4.347446136731935,1.7068756191391318e-07,,0.0,3535.3267248353154,6119.814021238189,6119.814021238189,0.0,2046.8201650806247,0.5789620944231034,0.0002726142677979838,0.0092203072816085,-0.0108450803691009,0.0003121986569179348,0.0049612903624413,-0.0051250434568357,-6.598177942475228e-07,1.397533888135145e-06,-3.296561725593711e-05,1.837321766069539e-07,6.660028105270591e-06,-2.0897628595063866e-05,0.00016383007025778565,0.0003886383395364,0.0003886383395364,0.00022392895240443098,0.0002514572837523,0.0,2.980843645999917e-21,3.8578244553853302e-19,3.8578244553853302e-19,2.742376154319928e-18,inf,inf,1102.3956392803707,1777.0671892166138,179.51071572303772,534.3153882542591,0.4846856874389064,0,0,Slow-Sustained
AcSu2_40nM,AcSu2,40.0,,25.55555555555556,2.0346765541962128e-09,9.414282040449669e-08,9.307650169546566e-09,4.574510946396342,9.414282040449669e-08,,0.0,3424.7738827513544,6278.549580451002,6278.549580451002,0.0,2103.8567039410136,0.614305287288293,-0.00023696696993218342,0.0004294682163956,0.0004294682163956,0.00022023551344909555,0.0022442926053328,-0.0002160385321097,2.4732520403067847e-07,7.905562828806598e-06,7.667946719789699e-06,-1.5171704388766155e-07,1.610800785703268e-07,-1.63353869231487e-06,0.00013147134176126534,0.0003960718224065,0.0003960718224065,0.0001600236012313798,0.0001777759609456,0.0,1.4962383140543628e-21,1.1299429389243138e-19,1.1299429389243138e-19,1.376539248930014e-18,inf,inf,1073.2543885102143,1818.222752571106,179.22890543937683,549.2045812208855,0.5117189243299877,0,0,Slow-Sustained
AcSu2_80nM,AcSu2,80.0,,25.55555555555556,2.8441264696518744e-09,1.9041023276712681e-07,1.3736114726265461e-08,4.8296427296170075,1.9041023276712681e-07,,0.0,3944.9876863629897,6887.308879438314,6887.308879438314,0.0,2313.943218601586,0.5865527100630533,0.00011827606581898934,0.0340565218493142,0.0340565218493142,0.00025828825244290617,0.0710278305867437,0.0710278305867437,-3.025623022601375e-07,8.24394389548194e-06,-1.8820430409263764e-05,2.0827375001746126e-07,9.174504167768012e-05,9.174504167768012e-05,0.00021826511376735023,0.0003694423848035,0.0003569439731054,0.00020288889357418107,0.0002426186119312,0.0,3.1807504023219504e-21,5.691286606213307e-19,5.691286606213307e-19,2.926290370136194e-18,inf,inf,1204.8739679014361,1972.9568300247192,175.04845452308655,604.0469457641459,0.5013362076501926,0,0,Slow-Sustained
AcSu2_160nM,AcSu2,160.0,,25.55555555555556,1.4460919057186446e-09,6.82753620001858e-08,4.9148967531839495e-09,3.398744390828645,6.82753620001858e-08,,0.0,4351.023420870306,7524.44532301973,7524.44532301973,0.0,2544.5036070528968,0.584805771177379,2.8379070215367622e-05,0.0019741037002482,-0.0032538685010076,0.00013706891897438388,0.0026919157563495,-0.0029355131102043,-3.680263433247765e-07,1.7486993012236006e-07,-3.661257918007915e-05,3.739563930326083e-08,2.090476853622064e-05,2.090476853622064e-05,0.0002261759894487135,0.0003125849203435,0.000247777329744,9.490715266867668e-05,0.000119385382926,0.0,8.02609081885772e-22,1.5185702308896512e-19,1.5185702308896512e-19,3.692001776674558e-19,inf,inf,1313.9726832325393,2142.3835933208466,178.15293312072754,664.2339448826359,0.5055157944749172,0,0,Slow-Sustained
BleSto_1p25nM,BleSto,1.25,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.61247123977324,897.8171730046374,897.8171730046374,0.0,270.42054938637347,0.5557205484220452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.1563691525846,411.4999470710754,177.12785148620603,70.5923575027993,0.2320923204714664,0,0,Slow-Sustained
BleSto_2p5nM,BleSto,2.5,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.1212875483455,1633.7998607816232,1633.7998607816232,0.0,521.6173171093659,0.5662851615314433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.2605663183573,603.3028650283813,176.805011510849,136.16641269530268,0.3263342469592772,0,0,Slow-Sustained
BleSto_5nM,BleSto,5.0,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.8457541480032,3030.6911636613154,3030.6911636613154,0.0,998.7446212282326,0.6060910851116768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.3553482532501,968.3424024581908,177.19086241722107,260.7188599968654,0.42926906093227146,0,0,Slow-Sustained
BleSto_10nM,BleSto,10.0,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2478.782666054994,4416.797394517209,4416.437828458139,0.0,1515.982037751828,0.6115832817907056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.4327693075747,1329.3448712825775,176.35505080223083,395.74191465714074,0.48060015268753564,0,0,Slow-Sustained
BleSto_20nM,BleSto,20.0,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282.7689108840723,4160.509646971816,4160.509646971816,0.0,1392.6192263402854,0.6100570319231091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.1752113380948,1259.3529942035675,173.26621174812317,363.5384755861274,0.47263415438687645,0,0,Slow-Sustained
BleSto_40nM,BleSto,40.0,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166.3004398522776,3835.595076749311,3835.480565829811,0.0,1264.2288827269958,0.583588896290491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.5339809533712,1176.2976241111755,175.02867650985718,330.02261646660855,0.4456549259788646,0,0,Slow-Sustained
BleSto_80nM,BleSto,80.0,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2258.729051433617,4138.327150487226,4138.327150487226,0.0,1344.8218514622192,0.5953887433327427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.4251393743464,1256.0877804756165,175.79166269302368,351.0611347082088,0.45864855574924535,0,0,Slow-Sustained
BleSto_160nM,BleSto,160.0,,25.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2681.2601758698816,4821.666909294476,4820.837592645032,0.0,1614.4041937156014,0.602106505084625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.2893706656791,1426.035211801529,167.35559225082395,421.4346811120447,0.4859216489515798,0,0,Slow-Sustained
DiPu_1p25nM,DiPu,1.25,,14.583333333333334,7.4389026589030145e-09,1.880742683500467e-07,1.5973708531784653e-08,2.1473205476975865,1.880742683500467e-07,,0.0,254.0490433258277,420.1824274140223,411.8933936843183,254.0490433258277,149.44126526990118,0.5882378587753113,0.00010350665875098483,0.0069493021380572,-0.0010420386666955,0.001962791797355253,0.1158565447056,0.0701635392624545,7.043300413350962e-08,1.0642229052902771e-05,7.983045463719682e-06,8.35059503462507e-08,1.0663126552646556e-05,1.6130037279907537e-07,0.0003150715036823785,0.0004662340779283,0.0003930805638351,0.00019044206608874575,0.000382698796677,1.1284456101002802e-05,6.068308327786229e-21,4.578525285600933e-19,4.578525285600933e-19,5.3340430201241014e-18,inf,inf,245.0168436318636,288.3853940963745,245.0168436318636,39.01113006220052,0.15921815612323584,0,0,Slow-Sustained
DiPu_2p5nM,DiPu,2.5,,14.583333333333334,1.7088823478263118e-09,2.9747786753675008e-08,3.2310561074009163e-09,1.8907422804798706,2.9747786753675008e-08,0.3333333333333333,0.0,355.1659636631754,626.7639493435369,626.7639493435369,355.1659636631754,218.16780751163128,0.6142700310059344,2.145997079474063e-05,0.0107316790782518,0.0017241205012087,0.0004823688834049377,0.0020578339912768,0.0006695653883143,2.044258669449679e-07,1.1923647249486405e-05,3.6732176297187178e-06,7.444380913661311e-08,1.2825227163853242e-06,1.2825227163853242e-06,0.00019461226587313605,0.00044914056874,0.0002693218737433,0.00011218679536199099,0.0001443302776645,2.194568709861401e-05,3.8760689348678103e-22,2.440035024235592e-20,2.440035024235592e-20,8.488590967360507e-20,inf,inf,269.94400485401803,340.8437280654907,269.94400485401803,56.951958341961145,0.21097693343017554,0,0,Slow-Sustained
DiPu_5nM,DiPu,5.0,,14.583333333333334,3.4322764024825325e-09,5.1230253255414964e-08,7.230869350557156e-09,2.106726994751104,5.1230253255414964e-08,0.3333333333333333,0.0,707.164018503898,1293.7413052520667,1293.7413052520667,9.242840213032864,436.74582327945575,0.6176018743196963,-6.386713558380258e-05,0.012834401806407,0.012834401806407,0.0006909830586569293,0.0078942491384744,0.0061310668265324,3.002787142264567e-07,6.953129080230067e-06,6.953129080230067e-06,-4.768927084276917e-08,5.15636264386956e-06,-9.23154777943619e-06,0.00022428742613295527,0.0004015194266227,0.0002645313606274,0.00025713653691414166,0.0002963795510698,3.616606656414368e-05,1.261867317021365e-21,7.50116415740068e-20,7.50116415740068e-20,2.763489424276786e-19,inf,inf,362.0559329498898,515.1799230575562,179.86600160598755,114.01100014313977,0.31489885889791347,0,0,Slow-Sustained
DiPu_10nM,DiPu,10.0,,14.583333333333334,2.7691133683856905e-09,4.4743223413115777e-08,7.67622688907121e-09,2.7720883430446976,4.4743223413115777e-08,0.9999999999999998,0.0,942.9934633071339,1757.6609070682955,1757.6609070682955,942.9934633071339,566.1243498473794,0.600348116796004,-0.0003997420253091517,0.0002501916154087,-0.0056170887154019,0.0006628863931073121,0.0161807406205667,0.0160207168680259,-1.7420406742013715e-07,1.1118194925886045e-05,-1.3563598731244614e-05,2.2639754075784825e-07,1.5988455216131317e-05,1.1159789464480138e-05,0.00024448796257549267,0.0003547732395389,0.0003530399485515,0.00021292825878816918,0.0002387313968192,0.0001146081925058,1.2738965818235457e-21,3.500498461824751e-20,3.2124533553316165e-20,2.7898335141935653e-19,inf,inf,424.98642170293766,637.6525654792786,424.98642170293766,147.78482103579316,0.3477401005980696,0,0,Slow-Sustained
DiPu_20nM,DiPu,20.0,,14.583333333333334,2.0542338369784788e-09,4.0597668305597104e-08,6.751630288115792e-09,3.2866902329126253,4.0597668305597104e-08,0.6666666666666667,0.0,937.1774103498465,1714.1801558769862,1714.1801558769862,937.1774103498465,526.1492225852938,0.561419019253658,0.00024076517589186847,0.0139042139331443,-0.0041761584557408,2.7512056710027408e-05,0.0093268429931684,-0.0075658092087612,2.8664693109908816e-07,1.0445511496316211e-05,-1.003263261663821e-06,1.8183827731196328e-07,8.916938607659158e-06,-7.959506723863376e-06,0.00026393755615711776,0.0003196122324729,0.0001765629291206,0.00016116012574919004,0.0001763013119877,2.9501053974089057e-05,2.403770682284059e-21,1.057384956844504e-19,1.057384956844504e-19,5.264257794202092e-19,inf,inf,423.6881960901347,626.5220994949341,423.6881960901347,137.34945108588184,0.3241757791540229,0,0,Slow-Sustained
DiPu_40nM,DiPu,40.0,,14.583333333333334,1.9555505727550005e-09,4.763396564515683e-08,6.379421810684952e-09,3.2622126472022424,4.763396564515683e-08,0.3333333333333333,0.0,900.6757321392929,1649.1333696565498,1649.1333696565498,900.6757321392929,495.48738957023204,0.5501285000688828,-9.773624398819792e-05,0.0019266920737529,-0.0059037211889219,0.00012030277388182241,0.007911628030288,-0.0023999054121913,-1.2585071237310178e-07,8.685125283587897e-06,8.685125283587897e-06,2.7276251553690844e-07,1.4404435299648293e-05,1.0001758837846451e-05,0.00030093725789276203,0.0003396631587163,0.0002216525518321,0.00014559529478861235,0.0001656594160321,2.8960376571596463e-05,1.3432752190458186e-21,9.23672476365344e-20,9.23672476365344e-20,2.9417727297103442e-19,6.21241064584586e-30,6.21241064584586e-30,413.25712328336454,608.6394240856171,413.25712328336454,129.34528467618426,0.3129898491489378,0,0,Slow-Sustained
