condition,protein,DNA_nM,kDa,total_duration_h,mean_velocity,max_velocity,velocity_std,velocity_cv,velocity_range,max_continuous_motion_h,velocity_decay_rate,mean_protein_conc,max_protein_conc,final_protein_conc,protein_conc_at_max_vel,protein_conc_std,protein_conc_cv,mean_vorticity,max_vorticity,vorticity_at_max_vel,mean_divergence,max_divergence,divergence_at_max_vel,mean_shear,max_shear,shear_at_max_vel,mean_strain,max_strain,strain_at_max_vel,mean_correlation_length,max_correlation_length,correlation_length_at_max_vel,mean_distance_[m]_mean,max_distance_[m]_mean,distance_[m]_mean_at_max_vel,mean_power,max_power,power_at_max_vel,total_work,energy_efficiency,mean_energy_per_protein,mean_intensity,max_intensity,intensity_at_max_vel,intensity_std,intensity_cv,kmeans_cluster,hierarchical_cluster,behavioral_class
DiPu_80nM,DiPu,80.0,,14.583333333333334,1.2035520129573668e-09,2.866909453049416e-08,4.039227774998923e-09,3.3560890858997747,2.866909453049416e-08,0.33333333333333326,0.0,1033.3861172934814,1892.6220699167447,1892.6220699167447,1033.3861172934814,580.8173095321365,0.562052556941003,-2.705934175282769e-05,0.0049486175511375,0.0049486175511375,0.0003028893005892842,0.0123279360730559,-0.0049549801230942,-4.932815380470072e-08,9.731177488366698e-07,-3.5274835961783584e-06,-2.474818594472794e-07,3.655608565245976e-08,-8.239435082277613e-06,0.0002298808134939301,0.0003177714139921,0.0001672701543408,9.136530734747439e-05,0.000101090272302,1.1467637812197663e-05,8.85953597416088e-22,5.875178064003811e-20,5.875178064003811e-20,1.940238378341232e-19,1.700621086554632e-31,1.700621086554632e-31,445.6884417953816,669.9890420436859,445.6884417953816,151.62036779876726,0.3401936276112297,0,0,Slow-Sustained
DiPu_160nM,DiPu,160.0,,14.583333333333334,1.3803102494237982e-09,4.3536879326057854e-08,4.1966943998239855e-09,3.040399360633502,4.3536879326057854e-08,,0.0,602.5110590953083,1247.5899550904537,1247.5899550904537,602.5110590953083,375.37235585846963,0.6230132214039432,-7.13851420755543e-05,0.000148437197293,-0.0024181316796325,0.0001746379409007972,0.0030629385139487,-0.0161764153525863,1.5731946841190888e-07,1.3149475707443147e-05,1.3149475707443147e-05,2.0571899829348754e-08,1.8724238391664424e-06,-5.9085891634296696e-06,0.0002549308495472968,0.0003963008820789,0.0002174145673588,0.0001037678435406011,0.000116293270292,1.741475173042314e-05,5.746584113312847e-22,8.019869631725728e-20,8.019869631725728e-20,1.2585019208155124e-19,1.2630290669864444e-31,1.2630290669864444e-31,327.34866807271135,495.7443027496338,327.34866807271135,97.98966684136309,0.29934341085999905,0,0,Slow-Sustained
HeAl_10nM,HeAl,10.0,,6.65,5.125340797145816e-08,1.2064710671869404e-06,9.665176254489772e-08,1.8857626520898054,1.2064710671869404e-06,,0.0,178.78883101427863,412.9866136205161,412.9866136205161,178.78883101427863,133.47982823438107,0.7465781138404611,-0.0013258307576007205,0.2634971680597,0.1973897942391,-0.011931871857274824,0.0896926526488983,-0.7160291269224,1.3201829091205737e-06,0.0004918634788248,-3.912328298949546e-05,1.7365582275299394e-06,0.0004483931529033,8.024222058358343e-06,9.229545592140813e-05,0.0003666927192921,0.0002614711344873,0.0009551576828280297,0.0012268463219525,0.0001671942128362,4.614746854307923e-18,6.022884214954341e-17,4.25810450538239e-17,1.8449757923523124e-14,inf,inf,222.83861336886883,283.97514176368713,222.83861336886883,34.844451634741354,0.15636630971609347,0,0,Multiphase
HeAl_160nM,HeAl,160.0,,6.65,3.01798674263606e-08,7.292680303239764e-07,6.769349669916603e-08,2.243001791321295,7.292680303239764e-07,,0.0,119.5783643698658,244.19644238737123,244.19644238737123,119.5783643698658,71.97817308205654,0.601933079293693,0.00065954868609685,0.3098267441591,-0.0288579629486136,-0.0044066796636019565,0.133709471347,-0.3362717582606,2.2051840553348143e-06,0.0005051305149633,0.0002316887620302,1.3535976298370452e-06,0.0003382353865378,0.0002373304457194,0.00021260333977821,0.0004416289926343,0.0001926270235162,0.0005254503413854612,0.0007224378816934,0.0001307015468235,8.606457485401417e-19,5.4946932027232457e-17,2.866618626715946e-17,3.441722348412031e-15,inf,inf,205.5083173239231,238.0394394397736,205.5083173239231,18.789655365084986,0.09143014555205885,0,0,Multiphase
HeAl_1p25nM,HeAl,1.25,,6.65,2.159735913869423e-07,1.0308190945958616e-06,2.913779418882454e-07,1.349136901493698,1.0308190945958616e-06,,0.0,88.70348247924665,236.3424157113353,236.3424157113353,88.70348247924665,79.68612611597963,0.8983427018733257,0.00021792599595288995,0.5677244260748,-0.2120179646066,-0.007943627788542466,0.1495403670889,0.0451016014809758,-4.923387472796801e-07,0.0004875647302657,-4.9705347105867214e-05,-2.175379392330897e-06,0.0003579203157746,-9.248308401700648e-05,0.00019179333467209833,0.000510201849683,0.0002838873321088,0.004054681969429639,0.0051807854121143,0.0010564870633061,6.426171064261405e-18,9.793841862946394e-17,2.636955968994529e-17,2.5698258085981347e-14,inf,inf,198.14849451363088,236.68913197517395,198.14849451363088,20.80179008421111,0.10498081317887646,0,0,Multiphase
HeAl_20nM,HeAl,20.0,,2.2333333333333334,6.72288245465504e-08,2.0920979040916564e-06,1.9906155508367022e-07,2.960955459601061,2.0920979040916564e-06,,0.0,58.98330739918273,140.63415740900635,140.63415740900635,3.101548151318454,43.13531713305421,0.7313139773788252,0.00420726648071458,0.3091653821462999,-0.1247868339058,-0.05682894645243607,0.2675732151243,-1.5963637789509,1.8785059776683817e-05,0.0016502242747906,0.0016478998339103,8.038897261091203e-06,0.0015206633504518,0.0015206633504518,0.00010847336929916375,0.0005035035987578,0.0003020091696022,0.0004457302633863314,0.0005408684454822,0.00018511659211,2.1573993864916013e-18,9.884201717439563e-17,9.597403322371534e-17,2.9017021748312005e-15,inf,inf,193.6879056436044,215.00258016586304,179.100163936615,11.260326683614919,0.0581364471168091,0,0,Multiphase
HeAl_2p5nM,HeAl,2.5,,6.65,1.8514034521972822e-07,1.1074699158505397e-06,2.6845861308856286e-07,1.450027614294177,1.1074699158505397e-06,,0.0,153.4038441954566,354.9143761658475,354.9143761658475,153.4038441954566,124.78711801736074,0.8134549604791234,0.012440782862301164,0.75581074712,-0.0188633105362657,-0.014095068829266096,0.2213350690581,-0.1056337263411,-4.326826058532577e-07,0.0004881597428832,0.0001036161298172,-6.960538975017686e-06,0.0004797172254476,-0.0002030669611045,0.00011533374478026992,0.0003272644062521,0.0003085628029539,0.0035776450410819303,0.0044402580194612,0.0004945473536798,7.028308045507338e-18,7.120900269619132e-17,2.576361074126754e-17,2.8106203873983883e-14,inf,inf,213.3041031205654,265.9077367782593,213.3041031205654,32.575249428397996,0.1527174065188308,0,0,Multiphase
HeAl_40nM,HeAl,40.0,,2.2333333333333334,7.747157419888636e-08,2.18788517668471e-06,2.671657844991186e-07,3.448565325563748,2.18788517668471e-06,,0.0,57.93321864320088,138.29494680542882,138.29494680542882,57.93321864320088,43.802184793708314,0.7560806359383762,0.008114177205265844,0.9166496247562,0.1718208780202,-0.021016857566455965,0.1665466463362,-0.5880896443425,-2.0371147917919265e-05,0.0002845415844835,-0.0009179377712992,1.0565149231191899e-05,0.0015121480783283,0.0005039443268355,0.00013412302092819528,0.00043251344471,0.0002948589968223,0.0005275445536536565,0.0006242467739448,0.0001700514193359,4.1262605499671895e-18,8.795952889601249e-16,1.101159627324004e-16,5.558072960805803e-15,inf,inf,193.34800293357284,214.3261566162109,193.34800293357284,11.43441020062119,0.05913901373240264,0,0,Multiphase
HeAl_5nM,HeAl,5.0,,6.65,6.525439679758667e-08,6.958555164233068e-07,1.50148056522638e-07,2.300964592292285,6.958555164233068e-07,,0.0,102.57813446906222,231.5427295967731,231.5427295967731,6.379790490103126,75.3190338837744,0.7342601254509145,-0.009522054944504301,0.4271591989236,-0.0010449438852017,-0.01605817656236694,0.1661554125141,0.0088683928189272,-5.48829199388187e-06,0.0004425443571927,2.531887595820104e-05,2.4614033796996987e-06,0.0005697050713029,1.4242961117411224e-05,0.00019154093699188705,0.0004446378151384,0.0004446378151384,0.0013357657763074574,0.0015615388636627,0.0,3.630268011196721e-18,9.328009555624188e-17,4.8984124901714134e-18,1.4517441776775693e-14,inf,inf,203.70502687990665,237.370792388916,178.59277892112732,19.661775625979026,0.096520817022206,0,0,Multiphase
HeAl_80nM,HeAl,80.0,,6.65,2.6692399950857093e-06,3.5241916643511704e-06,1.0037700543183464e-06,0.376050881961296,3.5241916643511704e-06,,0.0,201.79250853377096,432.85484587416886,432.85484587416886,201.79250853377096,135.0332604876581,0.6691688480846634,0.38469438579203835,2.7074559155843,1.4376262194499,-0.6498655959757572,1.6977169552696,-0.4394121956794999,0.0001187897851189012,0.002729323852408,0.0011575897776378,-0.0007420489651663685,0.001592540817119,-0.0009591731597544,0.000344641536563023,0.000425928085081,0.0003571060658039,0.026802620880320857,0.0640449640343158,0.0535700285308556,1.2549569326449734e-16,1.95164772657454e-16,1.947845832818082e-16,5.018572773647252e-13,inf,inf,229.10051361382008,289.4185447692871,229.10051361382008,35.24996979979407,0.1538624651850963,1,1,Multiphase
NaGr_10nM,NaGr,10.0,,6.665,8.131308767950934e-08,1.1180485679665455e-06,1.4171761431748084e-07,1.7428635212581314,1.1180485679665455e-06,0.0,1.6737015525825278e-07,205.40199240557502,466.9465419191256,466.2363329195581,8.332148740805295,157.23527634778472,0.7655002490789716,-0.0022061704270425696,0.0917655240154385,0.0917655240154385,-0.00013745626273258918,0.3858831025736,0.3858831025736,9.378046826022019e-06,0.0002383135539205,0.0002383135539205,-1.193425744889845e-06,1.98557210711724e-05,1.3464463542087729e-05,0.00020115545630011578,0.0005077276699127,0.0003272273595948,0.0003708309887826964,0.0004806823561431,0.0,5.837928027553324e-19,2.334813087219756e-17,2.334813087219756e-17,5.832090099525771e-16,inf,inf,231.09237238955498,299.3676805496216,179.6479651927948,41.04572993872327,0.17761611737462293,0,0,Multiphase
NaGr_160nM,NaGr,160.0,,6.665,5.1490775184851724e-08,5.37352933502972e-07,7.549676969986125e-08,1.466219326254617,5.37352933502972e-07,0.0033333333333334,8.038060265626818e-08,200.3744347725994,406.0729968768139,405.9012364341306,6.127049778088772,133.59359443283066,0.6667197568614137,0.006423026951549769,0.1006365669174999,0.0234809381510763,0.007611063868521127,0.5851598835374,0.5851598835374,-8.241259027001955e-06,1.87534433103936e-05,-0.0001998799543072,-5.354996131120154e-06,0.000253683153598,0.000253683153598,0.00023090328253903413,0.0003767262356701,0.0002640190791768,0.00023929083426365715,0.0003054115888569,0.0,1.7217261715226232e-19,8.284734969939574e-18,8.284734969939574e-18,1.720004445351099e-16,inf,inf,227.4724923083782,281.1693968772888,176.76487827301025,34.87414991089276,0.15331150398446786,0,0,Multiphase
NaGr_1p25nM,NaGr,1.25,,6.665,8.406613226213576e-08,4.838724713070705e-07,1.2365573048979575e-07,1.4709339797412275,4.838724713070705e-07,0.46333333333333326,7.688267101400848e-08,128.29734676678174,276.5842776173976,275.63558388921405,10.482542684775884,93.9068950331771,0.7319472880751039,0.004190052338938106,0.1675136268652,0.0625951744554163,0.009913396538924446,0.4334438233146,0.067161765004369,1.1965825447083922e-06,0.000106153571497,2.9264856256579274e-05,3.963745460238558e-06,0.0003462327148794,-1.867142394509197e-05,0.00017259520560555395,0.0004578290826242,0.0002843086249479,0.0007266234994330451,0.0010068562206118,0.0003064176810273,1.1388432844040313e-18,1.0971022026289637e-17,5.793109737837242e-18,2.276547725523658e-15,inf,inf,209.09953377574683,247.80932879447937,178.34438300132751,24.51407306583159,0.1172363831864026,0,0,Multiphase
NaGr_20nM,NaGr,20.0,,6.665,8.189616516926573e-08,1.021527316880128e-06,1.7699913220397526e-07,2.161262762891859,1.021527316880128e-06,0.065,1.5953545031080272e-07,190.40069855969247,414.3384998770493,414.10933190713945,3.575586770526116,131.7130807054857,0.6917678438253858,0.0033287247852300294,0.2097227285346,0.0841996740616385,0.002824315597305225,0.1692042386457,0.0693283759444437,-2.5004949381190336e-06,8.757860918200095e-05,-0.0001415311737804,6.231707524195185e-06,0.0003206697249549,5.5665634666305895e-05,0.00016954892107996626,0.0004512780559281,0.0003056573695851,0.00040413896232998253,0.000487082735541,0.0002631870406832,8.5865106727953e-19,2.2338819671124905e-17,2.2338819671124905e-17,8.577924162122503e-16,inf,inf,224.85409402912856,283.31228947639465,176.0840389728546,34.383248248164485,0.15291359668866128,0,0,Multiphase
NaGr_2p5nM,NaGr,2.5,,6.665,6.208913909851739e-08,3.225861726257002e-07,6.365604601336526e-08,1.0252364090982424,3.225861726257002e-07,0.2433333333333334,6.057732738039988e-08,51.35018722295662,119.64689210756735,119.35698665236376,13.124746593009109,36.89616533780078,0.718520561134507,0.0024805167477184834,0.092619104348256,-0.0326280350734678,0.012325213294545402,0.0843961318871828,0.0524576275504859,-6.13698519001021e-06,4.585678954541122e-05,-9.439940711446058e-06,1.4130307969496213e-06,5.41210546370377e-05,-0.0001708364544708,0.00020803501258146904,0.0004721895318662,0.0001345164999282,0.00047047884583108646,0.0007436967553845,0.0004731038945096,3.146838306661239e-19,1.1501920833246337e-17,1.1501920833246337e-17,6.290529775015802e-16,inf,inf,190.8463496773839,208.67497038841248,180.8677294254303,9.631617493266091,0.05046791573193752,0,0,Multiphase
NaGr_40nM,NaGr,40.0,,6.665,8.279703397566457e-08,1.3584497744282195e-06,1.7976198605778977e-07,2.17111625170806,1.3584497744282195e-06,0.024999999999999994,2.1160551565371997e-07,214.18694069549727,444.0153693000605,443.8829628242327,2.6017429997492663,145.07469819463208,0.6773274678818076,0.011644939042054235,0.5803438006422,0.5803438006422,0.0004224085004136349,0.9909575579269,0.4867344624884,-5.4345868714734736e-06,0.0009501532946209,-0.0002349821294877,-3.958158384680984e-06,0.0002725207507351,-0.0005700618967295,0.00019633546471269157,0.0004414281730684,0.0001634361350555,0.00039356749162754206,0.000490994606787,0.0002613215954302,2.602956830778508e-18,1.3817230437325096e-16,1.3817230437325096e-16,2.600353873947723e-15,inf,inf,230.70488525408507,290.700808763504,175.47129464149475,37.871252694386534,0.1641545329769559,0,0,Multiphase
NaGr_5nM,NaGr,5.0,,6.665,1.1862560184343576e-07,9.772321867229464e-07,1.5814355698637402e-07,1.3331317567947498,9.772321867229464e-07,0.07833333333333337,1.4541941532598477e-07,114.85553612536768,280.150003291585,279.83460621279073,4.5397703749628135,89.49124703694207,0.7791635480179218,-0.007037332683939018,0.1251123920614,0.0217821611019002,-0.002447880776108351,0.0436733137487439,0.0436733137487439,2.3196613489768394e-06,0.0001675144648553,-4.5976171653342014e-05,-9.641815018404018e-06,1.2627643286168972e-05,-7.655186419283403e-05,0.00023120290587692665,0.00046079337149,0.00046079337149,0.00046980906187397335,0.0007051784643292,0.0,9.322520271206527e-19,2.666325845912728e-17,8.995246621659703e-18,9.31319775093532e-16,inf,inf,207.3725318275094,250.52208590507507,178.57497930526733,23.361383291833075,0.11265418368554647,0,0,Multiphase
NaGr_80nM,NaGr,80.0,,6.665,5.3333263451031776e-08,4.577923817379272e-07,9.525366496752198e-08,1.7860085583358245,4.577923817379272e-07,0.08666666666666667,6.707251889785706e-08,240.60972797401527,505.0467338964276,505.0467338964276,3.719029783184162,162.60130830987706,0.6757885879303984,0.0030721982974585417,0.0573305231441627,-0.0095141280244219,-0.0004920925328732555,0.0106425438620793,0.0055682195902383,3.2708042478599654e-06,6.075922400969373e-05,-1.8665362754728168e-06,-1.971919553387228e-06,6.836683110116112e-06,-5.447790178679396e-06,0.0002046623088035658,0.000512619266208,0.0004994905116894,0.00025924525683619637,0.000316932826835,0.0,1.7885972632411525e-19,2.705185379433755e-18,1.6800129617004773e-18,1.7868086659779124e-16,inf,inf,239.41968470746278,308.4500586986542,177.58017992973328,42.44651418939881,0.1772891574945581,0,0,Multiphase
AdPa_10nM,AdPa,10.0,,36.05,1.8462853977862093e-09,2.816065137814929e-08,2.9795948027519446e-09,1.6138321877671953,2.816065137814929e-08,0.45,7.885293573644355e-10,294.6380333736262,430.6109884280471,365.4085691372674,7.208493389734023,125.26663557899884,0.4251543296861137,8.684477261396492e-05,0.001783432253037,0.0004198517237575,0.0005646185865959896,0.012871592666995,0.012871592666995,2.6028123984601354e-07,1.758448020458799e-05,1.0124416052566183e-05,-1.5531668803799495e-07,2.23244272986517e-06,-5.475624499006369e-06,0.00027839959778681536,0.0004159144177424,0.000237655157245,0.00018459934582054592,0.000235378423056,3.044391882010356e-05,3.4895501812879234e-22,2.8081538753505343e-20,2.8081538753505343e-20,8.374920435091012e-20,5.539115720179609e-32,5.539115720179609e-32,259.0007927248046,294.496066570282,183.9682965278625,32.700425844232086,0.12625608400734578,0,0,Slow-Sustained
AdPa_160nM,AdPa,160.0,,36.05,1.0282654232232353e-09,1.884896140142532e-08,2.0670524227839626e-09,2.0102323545067877,1.884896140142532e-08,0.0,5.175871261103379e-10,392.373498565714,697.6632893911119,685.711448831777,1.2914720858735365,235.37678272963393,0.59987940977164,-1.6770125839564365e-05,0.0006123735375997,-0.0064289343710093,0.00044841988468644376,0.0027208006883964,0.0027208006883964,-1.0710128615423115e-07,8.73431797071345e-08,-7.1078764768699375e-06,5.570623208593077e-09,2.272386189662495e-07,-1.4613872435621072e-07,0.00022730492476936732,0.00042632027877,0.0002377472459829,9.859987788843645e-05,0.0001256946934924,1.0178439156769672e-05,1.6743383850685611e-22,1.257111664490291e-20,1.257111664490291e-20,4.0184121241645493e-20,4.8316765468666177e-32,4.8316765468666177e-32,279.4303768524155,359.1252303123474,177.33975434303284,61.444302335798376,0.21989127677500472,0,0,Slow-Sustained
AdPa_1p25nM,AdPa,1.25,,36.05,1.457593174442442e-09,3.1023126362303626e-08,3.463927195627076e-09,2.3764705106773683,3.1023126362303626e-08,0.39999999999999997,8.522959251648233e-10,170.9867987773984,254.1098325848456,173.7796147250346,7.178264384767964,64.04624325285414,0.37456835095341867,2.7058854212781595e-05,0.0048317443452681,0.0048317443452681,0.00014595602779948408,0.0070495721995274,0.0023241373585883,1.104722390633712e-07,5.51133891053857e-06,5.51133891053857e-06,1.3327586890148155e-07,5.014926528339727e-06,-1.2330610451888715e-06,0.00014898546834445572,0.0004083546086651,0.0002367380053474,0.00015033728511324276,0.000185138648217,2.50766907736776e-05,5.441797348894983e-22,3.434512893071289e-20,3.434512893071289e-20,1.9590470456021929e-19,inf,inf,227.3243707586222,249.0233538150788,184.5627143383026,16.719052271271547,0.07354711778361937,0,0,Slow-Sustained
AdPa_20nM,AdPa,20.0,,36.05,1.2715809811672367e-09,2.8100104938855812e-08,3.2917104963252945e-09,2.5886754717766363,2.8100104938855812e-08,0.75,7.88668165830036e-10,445.314999852452,658.2489576841434,634.7587886758863,10.053664909382276,202.84702466548038,0.4555135684463593,5.362417923745738e-05,0.0057513092510617,0.0013042454171252,0.00016706932427098045,0.012937381891058,0.00960688254532,-2.0675899378458587e-07,2.148506287278371e-07,-1.0917834604315457e-05,3.7309857574324925e-08,2.1895714246749653e-06,-1.6762554116373922e-06,0.00029241392226603475,0.0004036772858069,0.0002352781640818,0.00013909641650360102,0.0001594163149119,3.191946915295151e-05,3.940210949508452e-22,2.852874281757261e-20,2.852874281757261e-20,9.45650627882028e-20,4.523456039237648e-32,4.523456039237648e-32,298.8830682696882,354.46874809265137,185.2595887184143,52.9525204946806,0.177168016914563,0,0,Slow-Sustained
AdPa_2p5nM,AdPa,2.5,,36.05,1.3564842107653786e-09,2.951134939444032e-08,2.4582447232811198e-09,1.8122177197286262,2.951134939444032e-08,0.30000000000000004,8.182412099307403e-10,176.24335748161218,265.71708732982165,193.62886731368656,2.8941089341171704,67.94402120580118,0.385512521871299,-1.7445288219302045e-05,0.0008374185704746,-0.0038603231559886,0.00024675750845671955,0.0066895021432881,0.0066895021432881,-3.215068237631975e-08,2.7126595547421774e-06,2.7126595547421774e-06,-4.0439022252874615e-08,5.140959873587482e-07,-1.7465696290349884e-06,0.00028561018840752585,0.0004538686613633,0.0002471544715858,0.00011766541857886123,0.0001711756002588,1.593612867299777e-05,2.1226881827820255e-22,2.851485627744012e-20,2.851485627744012e-20,5.0944516386768643e-20,4.3660786115397736e-32,4.3660786115397736e-32,227.77968676938232,251.13649725914,182.52745962142944,17.736553845561303,0.07786714477098584,0,0,Slow-Sustained
AdPa_40nM,AdPa,40.0,,36.05,7.845036084748978e-10,2.0474168413356326e-08,2.3180473515846244e-09,2.9547950150171887,2.0474168413356326e-08,0.44999999999999996,5.693554395733193e-10,486.59647158530817,718.2125912279494,702.1061338747212,2.200856599792253,224.65920760794947,0.46169510205452263,1.977620141032703e-05,0.0007009261303291,-0.0046042594048783,0.00017751143030044853,0.0022448507557204,-0.0132756055661882,-5.34470974560508e-08,4.024574264718214e-06,4.024574264718214e-06,-5.0163544467515956e-08,5.305931063702936e-07,-5.178318423363048e-06,0.00026036052558783433,0.0004020499462164,0.0002211692309739,8.568222452854319e-05,9.733262413032785e-05,1.1056050943212407e-05,1.9589628569841795e-22,1.713930165778152e-20,1.713930165778152e-20,4.70151085676203e-20,4.1607486350493957e-32,4.1607486350493957e-32,309.49377646483697,369.9563705921173,183.0439615249633,58.64651608667695,0.18949174602656363,0,0,Slow-Sustained
AdPa_5nM,AdPa,5.0,,36.05,2.169988661440496e-09,2.9358856328979152e-08,2.7966716748040543e-09,1.2887955243727172,2.9358856328979152e-08,0.14999999999999997,8.229275035957985e-10,246.7439869724788,365.5086185767807,291.1571349299352,10.628189534190923,98.43297153491815,0.3989275391983397,1.7331768819357122e-07,0.0010182888884785,-0.0026891301890848,0.0006154989875752646,0.010221109745671,0.010221109745671,3.953511515253621e-07,2.2761943555157348e-05,2.2761943555157348e-05,4.106198880435362e-08,9.566071256868784e-06,9.566071256868784e-06,0.0002278160198111718,0.000412184817244,0.0002528530349232,0.00019406685364126554,0.0002723951830155,2.70548315634944e-05,4.122420617044989e-22,2.6963230327715968e-20,2.6963230327715968e-20,9.893809480907984e-20,3.6504647989255206e-32,3.6504647989255206e-32,248.11821238642509,279.12131237983704,186.4809927940369,25.695589822679153,0.10356188518181102,0,0,Slow-Sustained
AdPa_80nM,AdPa,80.0,,36.05,1.0752966171118642e-09,1.9590929670549054e-08,2.1720747842455567e-09,2.0199773250282567,1.9590929670549054e-08,0.44999999999999996,5.433774316873997e-10,513.8497094786214,785.797966322949,761.9713939178656,1.1013000620944524,252.01821433773088,0.49045121499327426,-4.509161347342519e-05,0.0014911526818327,0.0014911526818327,0.00017735971458927117,0.0019900326095375,0.0019900326095375,2.024486293592877e-07,8.652893839208091e-06,8.652893839208091e-06,-1.4392809068584788e-08,4.0274517093492186e-07,-4.071018475111365e-06,0.0003045374772627065,0.0004250722536545,0.0002364270276962,0.00011183809288950298,0.0001351996275413,1.0579102022096488e-05,1.5439468381279652e-22,1.3732380926401346e-20,1.3732380926401346e-20,3.705472411507119e-20,5.255828328710669e-32,5.255828328710669e-32,313.53276572145927,384.5239260196686,179.68155097961426,65.78849101562628,0.20982971545013065,0,0,Slow-Sustained
